timestamp,value,anomaly_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
2015-02-26 21:42:53,3,0.001,0,-0.11,-0.22,-0.11
2015-02-26 21:47:53,2,0.001,0,-0.11,-0.22,-0.11
2015-02-26 21:52:53,2,0.001,0,-0.11,-0.22,-0.11
2015-02-26 21:57:53,36,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:02:53,8,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:07:53,4,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:12:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:17:53,3,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:22:53,2,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:27:53,0,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:32:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:37:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:42:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:47:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:52:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 22:57:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:02:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:07:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:12:53,0,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:17:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:22:53,0,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:27:53,3,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:32:53,0,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:37:53,0,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:42:53,0,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:47:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:52:53,0,0.001,0,-0.11,-0.22,-0.11
2015-02-26 23:57:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-27 00:02:53,2,0.001,0,-0.11,-0.22,-0.11
2015-02-27 00:07:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-27 00:12:53,0,0.001,0,-0.11,-0.22,-0.11
2015-02-27 00:17:53,1,0.001,0,-0.11,-0.22,-0.11
2015-02-27 00:22:53,0,0.0006548235540006,0,-0.11,-0.22,-0.11
2015-02-27 00:27:53,1,0.0154179829867232,0,-0.11,-0.22,-0.11
2015-02-27 00:32:53,0,0.001196168429374,0,-0.11,-0.22,-0.11
2015-02-27 00:37:53,2,0.0110472082441923,0,-0.11,-0.22,-0.11
2015-02-27 00:42:53,0,0.0265451478000179,0,-0.11,-0.22,-0.11
2015-02-27 00:47:53,0,0.0233487469510994,0,-0.11,-0.22,-0.11
2015-02-27 00:52:53,1,0.0174264525836022,0,-0.11,-0.22,-0.11
2015-02-27 00:57:53,0,0.0004289347890069,0,-0.11,-0.22,-0.11
2015-02-27 01:02:53,1,0.0155178553171011,0,-0.11,-0.22,-0.11
2015-02-27 01:07:53,1,0.002506684917564,0,-0.11,-0.22,-0.11
2015-02-27 01:12:53,0,0.001404095966441,0,-0.11,-0.22,-0.11
2015-02-27 01:17:53,0,0.0140059954412216,0,-0.11,-0.22,-0.11
2015-02-27 01:22:53,0,0.0120778338992002,0,-0.11,-0.22,-0.11
2015-02-27 01:27:53,0,0.0098232344566892,0,-0.11,-0.22,-0.11
2015-02-27 01:32:53,0,0.0078907582780308,0,-0.11,-0.22,-0.11
2015-02-27 01:37:53,0,0.0059740170576064,0,-0.11,-0.22,-0.11
2015-02-27 01:42:53,0,0.0052726424008286,0,-0.11,-0.22,-0.11
2015-02-27 01:47:53,0,0.0044248085232349,0,-0.11,-0.22,-0.11
2015-02-27 01:52:53,0,0.0038947840087153,0,-0.11,-0.22,-0.11
2015-02-27 01:57:53,1,0.0036533592378053,0,-0.11,-0.22,-0.11
2015-02-27 02:02:53,0,0.0099183534856684,0,-0.11,-0.22,-0.11
2015-02-27 02:07:53,1,0.0056951432232111,0,-0.11,-0.22,-0.11
2015-02-27 02:12:53,1,0.0097723259776121,0,-0.11,-0.22,-0.11
2015-02-27 02:17:53,1,0.0077596074356793,0,-0.11,-0.22,-0.11
2015-02-27 02:22:53,0,0.0061612906556517,0,-0.11,-0.22,-0.11
2015-02-27 02:27:53,1,0.0074026081813122,0,-0.11,-0.22,-0.11
2015-02-27 02:32:53,0,0.0053401063404532,0,-0.11,-0.22,-0.11
2015-02-27 02:37:53,1,0.00848680464355,0,-0.11,-0.22,-0.11
2015-02-27 02:42:53,0,0.0039769130147314,0,-0.11,-0.22,-0.11
2015-02-27 02:47:53,2,0.007142846704803,0,-0.11,-0.22,-0.11
2015-02-27 02:52:53,1,0.0462029347912737,0,-0.11,-0.22,-0.11
2015-02-27 02:57:53,1,0.0019700041172129,0,-0.11,-0.22,-0.11
2015-02-27 03:02:53,0,0.001427927519491,0,-0.11,-0.22,-0.11
2015-02-27 03:07:53,3,0.015260998829241,0,-0.11,-0.22,-0.11
2015-02-27 03:12:53,3,0.0866411957276196,0,-0.11,-0.22,-0.11
2015-02-27 03:17:53,0,0.0551067693192201,0,-0.11,-0.22,-0.11
2015-02-27 03:22:53,0,0.0551304634036073,0,-0.11,-0.22,-0.11
2015-02-27 03:27:53,0,0.0486934202220398,0,-0.11,-0.22,-0.11
